Date,Month,Year,SiteID,EC,TP,pH,DOMgL,DOPctSat,DOTemp
7/8/2021,July,2021,UNB016,24200,0.0913,7.25,8.75,93.1,18.8
7/8/2021,July,2021,WIP002,292,0.032,7.13,5.92,71.4,24.6
7/8/2021,July,2021,WIP003,62,0.0286,7.28,,,
8/12/2021,August,2021,BEB025,272,0.072,7.25,6.01,69.8,22
8/12/2021,August,2021,BMB026,432,0.0508,6.83,6.41,75.6,23.1
8/12/2021,August,2021,EAB010,121,0.0489,7.58,8.13,97.2,24.7
8/12/2021,August,2021,GEB020,1940,0.0553,7.6,7.32,80.7,20.1
8/12/2021,August,2021,HAB002,31,0.0387,7.8,6.52,78.1,24.5
8/12/2021,August,2021,HAB006,85,0.11,7.65,,,
8/12/2021,August,2021,HAB010,187,0.0442,7.48,6.64,78.5,23.9
8/12/2021,August,2021,MEB001,556,0.0903,7.41,7.86,85,19.4
8/12/2021,August,2021,MIB030,30,0.111,7.37,3.24,36.1,20.6
8/12/2021,August,2021,MLB024,146,0.0665,7.7,7.14,80.3,21.1
8/12/2021,August,2021,MMB106,10,0.0932,8.44,4.45,54.9,20.7
8/12/2021,August,2021,MOB001,121,0.0831,7.27,6.42,77.7,25
8/12/2021,August,2021,MOB032,158,0.0845,7.25,5.94,72.1,25.1
8/12/2021,August,2021,MPB037,10,0.0261,7.43,7.8,94.5,24.8
8/12/2021,August,2021,MPB088,410,0.0471,6.52,6.31,71.4,21.5
8/12/2021,August,2021,NER002,20,0.32,6.99,0.86,10.27,23.9
8/12/2021,August,2021,NER040,86,0.102,6.99,1.58,18.5,23.4
8/12/2021,August,2021,NER075,121,0.0618,7.58,6.64,79.7,24.4
8/12/2021,August,2021,NER080,265,0.0558,7.48,7.1,85,24.7
8/12/2021,August,2021,NER125,98,0.0597,6.01,5.22,62.8,24.5
8/12/2021,August,2021,NER150,85,0.0593,7.26,4.9,58.2,23.8
8/12/2021,August,2021,NER179,98,0.0702,7.21,6.92,82.2,24
8/12/2021,August,2021,NER185,171,0.0722,7.25,7.01,83.5,24
8/12/2021,August,2021,NER200,187,0.0611,6.74,7.54,89.2,23.7
8/12/2021,August,2021,PEB008,305,0.0752,6.95,6.65,77.1,22.6
8/12/2021,August,2021,POB040,122,0.0687,6.68,4.03,46.3,22.1
8/12/2021,August,2021,PQB036,771,0.0668,7.26,1.13,13.2,22.7
8/12/2021,August,2021,PQB040,384,0.0399,7.8,6.31,76.2,24.7
8/12/2021,August,2021,PTB028,31,0.0614,7.21,5.58,63.7,22
8/12/2021,August,2021,PTB035,213,0.0588,7.32,6.9,78.9,22
8/12/2021,August,2021,PTB047,389,0.0515,7.35,6.84,78.3,21.9
8/12/2021,August,2021,PUB022,146,0.0648,7.66,7.55,86.9,23.6
8/12/2021,August,2021,SHB021,97,0.0316,7.02,7,82.2,23.1
8/12/2021,August,2021,SMB001,85,0.0535,7.33,4.11,48.3,24.3
8/12/2021,August,2021,SPB016,96,0.0692,7.15,5.6,69.5,26.5
8/12/2021,August,2021,THB033,754,0.0502,7.02,8.22,88.2,18.8
8/12/2021,August,2021,UNB002,2100,0.0936,7.16,6.89,75,19.5
8/12/2021,August,2021,UNB014,457,0.0549,7.11,8.84,91.4,17
8/12/2021,August,2021,UNB016,107,0.0701,,9.45,98.2,17.2
8/12/2021,August,2021,WIP002,52,0.0365,7.4,6.6,81.3,26
8/12/2021,August,2021,WIP003,10,0.0378,7.08,,,
9/9/2021,September,2021,BEB025,218,0.0764,6.91,6,68,21
9/9/2021,September,2021,BMB026,314,0.0726,6.85,5.3,60,20.7
9/9/2021,September,2021,EAB010,145,,7.14,8.63,98,21.7
9/9/2021,September,2021,GEB020,1260,0.0872,7.21,7.9,85.6,19.4
9/9/2021,September,2021,HAB002,52,0.0529,7.18,7.93,90.9,22.1
9/9/2021,September,2021,HAB006,683,0.0658,7.25,,,
9/9/2021,September,2021,HAB010,24200,0.0593,7.19,8.14,92.4,21.7
9/9/2021,September,2021,MEB001,323,0.538,7.12,8.28,93.8,21.3
9/9/2021,September,2021,MIB030,185,0.105,7.2,3.85,40.9,18.3
9/9/2021,September,2021,MLB024,9210,0.0671,7.3,8.19,88.6,19.1
9/9/2021,September,2021,MMB106,,,,3.45,38.5,21
9/9/2021,September,2021,MOB001,354,0.0983,7.17,6.96,78.7,21.4
9/9/2021,September,2021,MOB032,160,0.0839,7.24,7.86,88.2,21
9/9/2021,September,2021,MPB037,156,0.0328,7.34,6.3,72,22
9/9/2021,September,2021,MPB088,886,0.102,7.19,7,79,21
9/9/2021,September,2021,NER002,41,0.28,7.01,4.75,54,21.8
9/9/2021,September,2021,NER040,201,0.109,6.9,3.51,38.6,20
9/9/2021,September,2021,NER075,130,0.076,8.22,7.42,82.9,20.8
9/9/2021,September,2021,NER080,336,0.075,6.97,8.2,92.3,21.3
9/9/2021,September,2021,NER125,120,0.0753,6.69,4,44.8,20.9
9/9/2021,September,2021,NER150,3870,0.107,6.97,4.69,52.3,20.6
9/9/2021,September,2021,NER179,546,0.0807,7.28,7.86,88.2,21
9/9/2021,September,2021,NER185,538,0.0911,7,7.97,89.5,21.1
9/9/2021,September,2021,NER200,441,0.0875,7.42,7.92,88.7,21
9/9/2021,September,2021,PEB008,189,0.0789,6.74,7.01,77.2,20.1
9/9/2021,September,2021,POB040,121,0.0794,7.08,4.87,53,19.6
9/9/2021,September,2021,PQB036,1860,0.0698,6.9,1.67,18.4,20
9/9/2021,September,2021,PQB040,907,0.0513,7.08,6.5,75,22.5
9/9/2021,September,2021,PTB028,8160,0.166,8.5,6.64,72.5,19.6
9/9/2021,September,2021,PTB035,798,0.0926,7.48,7.3,80,19.8
9/9/2021,September,2021,PTB047,3260,0.105,7.34,8.02,87.8,19.8
9/9/2021,September,2021,PUB022,74,0.185,7.44,7.27,80.2,20.2
9/9/2021,September,2021,SHB021,233,0.055,7.25,7.3,84,22
9/9/2021,September,2021,SMB001,63,0.0572,7.3,5.38,59,20.2
9/9/2021,September,2021,SPB016,41,0.0474,6.98,6.58,75.6,22.2
9/9/2021,September,2021,THB033,839,0.0672,6.29,7.08,79.1,20.5
9/9/2021,September,2021,UNB002,3870,0.113,7.18,6.19,68.2,20.1
9/9/2021,September,2021,UNB014,17300,0.227,7.86,7.55,79.8,18.1
9/9/2021,September,2021,UNB016,24200,0.175,7.16,8.38,92.1,20
9/9/2021,September,2021,WIP002,131,0.0487,7.15,5,57.5,22.4
9/9/2021,September,2021,WIP003,10,0.0445,6.99,,,
10/14/2021,October,2021,BEB025,,,,8.96,86.9,14.7
10/14/2021,October,2021,BMB026,52,0.0422,6.33,4.28,46.2,14.1
10/14/2021,October,2021,EAB010,31,0.0362,6.69,9.4,97,16.8
10/14/2021,October,2021,GEB020,246,0.201,6.73,9.15,90.9,15.2
10/14/2021,October,2021,HAB002,52,0.0417,6.56,8.8,92.3,17.7
10/14/2021,October,2021,HAB006,789,0.0587,6.61,,,
10/14/2021,October,2021,HAB010,441,0.0432,6.55,9.3,96,17.1
10/14/2021,October,2021,MEB001,722,0.0685,6.7,9.4,94,15.8
10/14/2021,October,2021,MIB030,10,0.0711,5.87,,,
10/14/2021,October,2021,MLB024,345,0.0311,6.26,9.08,90.2,15.1
10/14/2021,October,2021,MMB106,10,0.0452,5.94,,,
10/14/2021,October,2021,MOB001,86,0.0633,6.26,8.32,86,16.9
10/14/2021,October,2021,MOB032,73,0.0602,6.43,8.6,89.3,17.1
10/14/2021,October,2021,MPB037,158,0.0374,6.35,8.88,82.9,15.7
10/14/2021,October,2021,MPB088,10,0.0285,6.41,7.23,70.2,14.7
10/14/2021,October,2021,NER002,109,0.255,6.67,,,
10/14/2021,October,2021,NER040,98,0.0767,6.32,,,
10/14/2021,October,2021,NER075,160,0.0535,6.64,8.6,88.5,16.7
10/14/2021,October,2021,NER080,109,0.0465,6.65,9.2,95,17
10/14/2021,October,2021,NER125,52,0.0477,6.3,7.49,77.3,16.9
10/14/2021,October,2021,NER150,72,0.0439,6.08,8.7,87.5,15.7
10/14/2021,October,2021,NER179,86,0.0541,6.46,8.78,90.8,16.9
10/14/2021,October,2021,NER185,20,0.0539,6.44,8.65,89.5,16.9
10/14/2021,October,2021,NER200,63,0.0481,6.57,8.86,91.1,16.7
10/14/2021,October,2021,PEB008,85,0.0572,6.22,8.88,88.5,15.1
10/14/2021,October,2021,POB040,98,0.0453,6.26,7.14,70.2,14.5
10/14/2021,October,2021,PQB036,298,0.0394,5.95,3.26,32.1,15.1
10/14/2021,October,2021,PQB040,173,0.029,6.53,14.2,13.9,15.7
10/14/2021,October,2021,PTB028,86,0.0646,6.23,7.56,75.9,15.5
10/14/2021,October,2021,PTB035,156,0.0537,6.18,6.87,69.2,15.7
10/14/2021,October,2021,PTB047,243,0.0388,6.41,8.41,85,15.8
10/14/2021,October,2021,PUB022,63,0.0478,6.56,9.7,99,16.3
10/14/2021,October,2021,SHB021,30,0.0299,6.55,9.61,88.3,15.8
10/14/2021,October,2021,SMB001,10,0.0377,5.87,,,
10/14/2021,October,2021,SPB016,74,0.0334,6.54,,,
10/14/2021,October,2021,THB033,121,0.0355,6.54,9.76,95.6,14.5
10/14/2021,October,2021,UNB002,1250,0.0653,6.19,7.92,78.7,15.1
10/14/2021,October,2021,UNB014,573,0.0477,6.37,8.9,88.6,15.2
10/14/2021,October,2021,UNB016,435,0.0429,6.4,9,91.7,16.3
10/14/2021,October,2021,WIP002,10,0.0327,6.45,6.54,70,18.3
10/14/2021,October,2021,WIP003,20,0.0318,6.58,,,
